Código,Título,Publicação,Caderno,Página,Tamanho,Assunto,Resumo,Tipologia,Tipologia_Editorial,Política_Externa,G_x_N,Norte__Sul,Sul__Sul,Negociações,Atitude,Univers_x_Reg,Estados_Unidos,China,Argentina,Venezuela,Bolivia,Cuba,União_Européia,Índia,Irã,Palestina,Rússia,África_do_Sul,África,Ásia,Oriente_Médio,África_Portuguesa,Protagonismo,OMC,ONU,G20,FMI,Banco_Mundial,OEA,IBAS,BRICS,BASIC,Mercosul,Unasul,CELAC,Reformas,Controle_do_Comércio_de_Armas,Natureza_da_Negociação,Regime_de_Mudança_Climática,Desenvolvimento_Sustentável,TNP,Negociações_com_o_Irã,Ministério,Ministro,Presidencial
FSP 15.11.24 (1),Dilma e Macri,Opinião,Primeiro Caderno,2,1881,Relações Brasil - Argentina,Unasul criada por Lula e Kirchner em 2003 será implodida pela eleição de Macri. O fim da aliança do PT com o kirchnerismo não significa que as relações entre Brasil e Argentina vão piorar. Pior cenário PT: Macri inspirar onda de governos centro,4,2,1,9,9,1,1,1,2,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,9,9,9,1,9,9,9,9,9,9,0
FSP 15.11.29 (1),De freio a motor,Opinião,Primeiro Caderno,2,2645,Relações Brasil - Argentina,"Macri: modernização econômica, eliminação do intervencionismo, reforçar as relações comerciais com BR. Fortalecer o Mercosul e aumentar a inserção da região nas correntes mundiais de produção e comércio. ARG passa de freio a motor.",4,2,1,9,9,1,1,1,2,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9
FSP 15.11.29 (2),Relação com Brasil domina agenda de presidente eleito na Argentina,Mundo,Primeiro Caderno,15,3726,Relações Brasil - Argentina,Macri: BR principal parceiro para o futuro. Gesto estrategico por 3 razões: BR é o mais influente na saúde econômica ARG.  Clima ameno com Dilma necessário- sua plataforma eleitoral prometeu mudanças na PE capazes de gerar atrito. Evitar briga,4,2,0,9,9,1,1,1,2,9,9,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,1,9,9,9,9,9,9,0
FSP 15.12.12 (1),Desafios argentinos,Opinião,Primeiro Caderno,2,2584,Relações Brasil - Argentina,"Macri: atrair investidores estrangeiros. Acenos em direção ao Chile, Peru e México, membros da  aliança comercial do Pacífico. BR primeiro destino: retomar uma relação. Fortalecer Mercosul e destravar acordo com a EU: redução do protecionismo d",4,1,1,1,9,1,1,1,9,9,9,1,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,1,9,9,9,9,9,9,9
FSP 15.12.14 (2),A Argentina será capaz de falar bem com todo mundo,Mundo,Primeiro Caderno,10,7802,Relações Brasil - Argentina,"Encontro de Macri e Dilma positivo. Mercosul, Arg e BR e destravamento das relações bilaterais e acordo Mercosul e EU. Integração no Mercosul deve ser total. Cláusula democrática do Mercosul e Venezuela: por enquanto não é necessário aplicar a",4,2,1,9,9,1,1,1,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,1,9,9,9,9,9,9,1
OG 15.02.07 (1),Didática,Economia,Primeiro,26,484,Relações Brasil - Argentina,A ARG fechou acordos com a China sem se preocupar com o BR e o resto do MERCOSUL. É uma lição à Dilma e o Itamaraty que insistem em não desagradarem os parceiros ideológicos pondo de lado os interesses nacionais.,1,1,2,9,9,2,2,2,1,9,0,2,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,2,9,2
OG 15.02.22 (1),Argentina e China prejudicam Brasil,Opinião,Primeiro,14,2670,Relações Brasil - Argentina,"ARG, sem se preocupar com reciprocidades do BR ou do MERCOSUL, assina acordos com a China, que irá reduzir o espaço dos produtos manufaturados brasileiros.",1,1,2,1,1,2,2,2,1,9,0,2,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,9,9,2
OG 15.04.25 (1),Influência chinesa exige revisão do Mercosul,Opinião,Primeiro,18,2939,Relações Brasil - Argentina,"O acordo entre ARG e China representa perigosa janela para entrada dos produtos chineses no Mercosul, rivalizando com o BR. Defende-se a revisão do tratado do Mercosul p/ proteger comercio regional e abrir tratados com a UE, EUA..",1,1,2,1,1,2,2,1,1,1,0,2,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,2,9,9,1,9,1,9,9,9,9,9,9,9
OG 15.11.25 (1),Fratura no eixo de apoio ao bolivarianismo,Opinião,Primeiro,18,2821,Relações Brasil - Argentina,"A vitória de Macri na ARG pressiona o Brasil do PT a redefinir sua posição diante dos regimes autoritários da VEN, Equador e Bolívia. Com o Itamaraty alijado da PE, cabe ao Planalto avaliar se compensa afastar-se do maior parceiro diplomático e",1,1,2,9,9,2,1,1,9,9,9,1,2,2,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,0,9,0
VLR 15-02-13 (1),Acordo entre Argentina e China debilita o Mercosul,VLR,A,8,4298,Relações Brasil - Argentina,"",3,1,0,1,1,9,3,1,1,1,2,0,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9
VLR 15-11-24 (1),Argentina volta às políticas liberais com vitória de Macri,VLR,A,5,4386,Relações Brasil - Argentina,Visão favorável para relações entre os países com a eleição do novo governo,3,1,0,1,9,9,1,1,1,9,9,1,2,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,1,9,1,9,9,9,9,9,9,9
FSP 15.03.29 (2),"Brasil não quer incomodar Evo, diz boliviano",Mundo,Primeiro Caderno,23,4396,Relações Brasil - Bolívia,"Em declaração, Roger Pinto, ex-senador boliviano aguardando aprovação do pedido de refúgio no Brasil, diz que demora é puramente política, pois o Brasil não quer incomodar o presidente boliviano mesmo que isso signifique violar os direitos de t",4,2,2,9,9,9,1,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9
ESP 15-05-15 (2),A visita de Li Keqiang ao Brasil,ESP,A,2,5662,Relações Brasil - China,Visita do 1º ministro-chines ao Brasil e acordos,2,2,0,1,9,9,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-05-20 (2),“O diabo mora nos detalhes”,ESP,B,5,4734,Relações Brasil - China,Politica chinesa no Brasil,2,2,0,1,9,9,1,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-05-21 (1),O Brasil nos planos da China,ESP,A,3,3969,Relações Brasil - China,Politica chinesa no Brasil,2,1,0,1,9,9,1,9,1,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-05-29 (1),"China, oportunidades e riscos",ESP,B,2,3865,Relações Brasil - China,Discussão sobre acordos entre Brasil e China,2,2,0,9,9,9,1,1,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
ESP 15-07-28 (1),Por que a China assusta,ESP,A,3,4160,Relações Brasil - China,Impacto do enfraquecimento da economia chinesa para o Brasil,2,1,2,1,9,9,2,1,1,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-08-11 (2),O Brasil perde o bonde,ESP,A,3,3844,Relações Brasil - China,Impacto do enfraquecimento da economia chinesa para o Brasil,2,1,2,1,9,9,9,1,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
ESP 15-08-12 (1),O Brasil e o jogo chinês,ESP,A,3,3869,Relações Brasil - China,Impacto do enfraquecimento da economia chinesa para o Brasil,2,1,2,1,9,9,9,1,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
ESP 15-08-25 (1),O Brasil e a onda chinesa,ESP,A,3,4092,Relações Brasil - China,Impacto dos choques na economia chinesa sobre o Brasil,2,1,2,1,9,2,9,1,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,2
ESP 15-08-27 (1),A reação de Pequim,ESP,A,3,3835,Relações Brasil - China,Impacto dos choques na economia chinesa sobre o Brasil,2,1,2,1,9,2,9,9,1,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
FSP 15.01.12 (1),China - América Latina,Mundo,Primeiro Caderno,12,3054,Relações Brasil - China,Paiva afirma que relação da China com América Latina é baseada nos interesses chineses.  Diz que hoje os interesses são investimentos diretos em infraestrutura. Afirma que Vieira fez bem em viajar para a China e que o Brasil deve entender esse,4,2,0,1,9,1,1,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,1,9
FSP 15.01.19 (1),Cooperação nos trará mais frutos,Tendências e Debates,Primeiro Caderno,3,3846,Relações Brasil - China,"O embaixador chinês em Brasília, Li Jinzhang, elogia as relações entre Brasil e China e enaltece a coordenação de suas posições em órgão e grupos internacionais. Diz que espera aprofundar essa união.",4,2,0,1,9,1,1,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,9,9,9,9,9,9,9,9,0,9,9,1,9,9,9,9,1,9,9
FSP 15.05.02 (2),"Comércio encerra ciclo, e país deve focar investimento chinês",Mercado,Mercado,17,3498,Relações Brasil - China,"Hugueney diz que o comércio do Brasil com a China seguirá importante, mas que os investimentos são a nova tendência. Afirma que a China deve ser transformada em prioridade do ponto de vista empresarial.",4,2,0,1,9,1,1,1,9,9,1,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
FSP 15.05.16 (1),Parceria estratégica com a China,Mercado,Mercado,6,3256,Relações Brasil - China,Sawaya afirma que a visita do primeiro ministro chinês ao Brasil traz oportunidade de tornar as relações bilaterais estratégicas. China e Brasil podem trocar alimentos de qualidade e investimentos em infra-estrutura. Brics também será assunto i,4,2,1,1,9,1,1,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,2,9,9,9,9,9,9,9
FSP 15.05.18 (1),Negócios da China e além,Mundo,Primeiro Caderno,9,3042,Relações Brasil - China,"Rossi afirma que acordos com a China são importantes para o Brasil, mas que há outras relações importantes como a com os EUA e a UE. Diz que nos próximos meses a visita da presidente aos EUA e a cúpula CELAC - EU podem ser boas oportunidades de",4,2,0,1,1,1,2,1,1,1,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,1,9,9,1,9,9,9,9,9,9,0
FSP 15.05.22 (2),Brasil precisa gerir sua dependência da China,Mundo,Primeiro Caderno,11,3168,Relações Brasil - China,"Spektor afirma que Brasil precisa encontrar um modo de gerir sua dependência com relação à China. Caracteriza a relação entre os países segundo quatro elementos: hierarquia, classe, alavancagem e segurança. Enaltece o isolamento comercial brasi",4,2,2,1,9,1,2,9,1,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,0,9,0
FSP 15.05.25 (1),Interesses Convergentes,Opinião,Primeiro Caderno,2,2773,Relações Brasil - China,Editorial afirma que a visita do primeiro-ministro chinês ao Brasil pode dar um salto nas relações econômicas entre os dos países. Destaca o setor de infraestrutura cuja complementariedade é grande. Afirma que o Brasil precisa simplificar proce,4,1,1,1,9,1,1,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,0,9,9
OG 15.04.03 (1),Banco asiático,Opinião,Primeiro,15,2944,Relações Brasil - China,"A convite da China, o BR ingressou na condição de membro fundador do AIIB. É bom para que o Br possa participar das negociações de constituição do banco asiático.",1,2,1,1,9,1,2,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9
OG 15.04.14 (3),O risco latino,Economia,Primeiro,18,4269,Relações Brasil - China,"O BR dependeu demais da China e de alguns produtos. Agora com a desaceleração do crescimento chinês e do menor consumo de commodities, o BR, em déficit, afeta a América Latina tbm, principal destino dos produtos manufaturados br.",1,2,2,1,1,2,9,9,1,1,0,0,9,9,9,9,9,9,9,0,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,9,9,1,9,9,9,9,9,9,9
OG 15.05.21 (1),Oportunidades e cuidados nos negócios da China,Opinião,Primeiro,18,2861,Relações Brasil - China,"BR assinou pacotes de acordos de financiamentos com a China. É uma oportunidade que não pode ser descartada, mas que deve ter cuidado para não se acomodar a uma aliança ""colonial"" com os chineses. Indústria brasileira precisa integrar-se as cad",1,1,1,1,9,1,1,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,0
VLR 15-03-30 (1),Novo banco asiático aproxima Brasil da China,VLR,A,2,5813,Relações Brasil - China,"",3,2,1,1,9,1,3,1,1,0,1,9,9,9,9,9,9,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,1,9,9,9,9,1,9,1,9,9,9,9,9,9,9
VLR 15-05-11 (1),China quer investir até U$ 53 bi no Brasil,VLR,A,2,6152,Relações Brasil - China,Acordos entre Brasil e China durante visita do 1º ministro chines,3,2,0,1,9,9,1,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
VLR 15-05-12 (2),Cacife financeira sustenta ofensiva comercial chinesa,VLR,A,6,4279,Relações Brasil - China,Visita do 1º ministro-chines ao Brasil e acordos,3,1,1,1,9,9,2,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
VLR 15-05-18 (1),O novo normal da China e o papel do Brasil,VLR,A,2,5993,Relações Brasil - China,Relações comerciais entre Brasil e China,3,2,0,1,9,9,1,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
VLR 15-05-18 (2),Cooperação sino-brasileira em um novo patamar,VLR,A,6,6301,Relações Brasil - China,Relações comerciais entre Brasil e China,3,2,1,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
FSP 15.10.08 (2),"Em busca do ""país que falta""",Mundo,Primeiro Caderno,19,2988,Relações Brasil - Colômbia,"Colômbia importante ator na América do Sul, mas parceiro econômico pouco significativo do BR. Visita de Dilma: desfazer incômodo sobre neutralidade do Brasil no confronto Ven. Col. Brasil auxilia em processo de paz (estrutural) não crise (Conju",4,2,0,9,9,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,0,9,0
ESP 15-01-27 (1),"Mudanças em Cuba, desafios e oportunidades",ESP,A,2,5633,Relações Brasil - Cuba,"",2,2,0,1,9,0,3,1,1,9,0,9,9,9,1,0,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,0,9,0
ESP 15-04-02 (1),Bom mesmo é para Cuba,ESP,A,3,3835,Relações Brasil - Cuba,"",2,1,2,1,9,2,1,9,1,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,2
ESP 15-08-06 (1),A ‘revolução’ do Mais Médicos,ESP,A,3,4299,Relações Brasil - Cuba,Impacto do programa Mais Médicos e relações entre os países,3,1,2,1,9,9,9,9,1,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
OG 15.01.27 (1),Mudanças em Cuba,Opinião,Primeiro,15,2968,Relações Brasil - Cuba,A histórica retomada das relações diplomáticas entre Cuba e EUA pode afetar negativamente o BR. O governo precisa apoiar o setor privado para evitar o risco de perda de espaço no mercado cubano.,1,2,0,9,9,1,1,1,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
ESP 15-02-22 (1),Renovar as relações Brasil-EUA,ESP,A,2,7262,Relações Brasil - EUA,"",2,2,1,1,1,9,3,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
ESP 15-04-06 (1),"Brasil e EUA, de novo nos eixos",ESP,A,2,5935,Relações Brasil - EUA,"",2,2,1,1,1,9,1,1,1,1,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,1,9,9
ESP 15-05-17 (2),As Repúblicas irmãs,ESP,A,2,6048,Relações Brasil - EUA,Política externa de Brasil e EUA,2,2,0,1,0,9,1,9,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-05-20 (1),"Novos acertos, antigas pendencias",ESP,A,2,6121,Relações Brasil - EUA,Relações entre Brasil e EUA,2,2,1,1,1,9,1,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-05-26 (1),Impasses que se sobrepõem à visita,ESP,A,2,5825,Relações Brasil - EUA,Impactos da visita de Dilma aos EUA,2,2,1,1,9,9,1,1,1,1,2,0,9,9,0,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-05-26 (2),Dilma nos EUA,ESP,A,2,5855,Relações Brasil - EUA,Visita de Dilma aos EUA e fortalecimento das relações entre os países,2,2,1,1,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
ESP 15-06-27 (1),Dilma vem a Washington,ESP,A,2,6576,Relações Brasil - EUA,Visita de Dilma aos EUA,2,2,0,1,9,9,1,1,1,1,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,0,9,9,9,9,1,9,9,9,9,9,9,9
ESP 15-06-27 (2),A visita de Dilma aos Estados Unidos,ESP,A,2,6346,Relações Brasil - EUA,Visita de Dilma aos EUA,2,2,1,1,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-06-27 (3),"Ex-embaixadora defende uma ""relação"" confiável",ESP,A,6,5159,Relações Brasil - EUA,Visita de Dilma aos EUA,2,2,1,1,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9
ESP 15-06-28 (1),"Dilma vai, a crise fica",ESP,A,4,3900,Relações Brasil - EUA,Visita de Dilma aos EUA,2,2,0,1,9,9,1,1,1,1,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
ESP 15-06-29 (1),'Novo capítulo' entre Brasília e Washington,ESP,A,2,6159,Relações Brasil - EUA,Visita de Dilma aos EUA,2,2,2,1,9,9,1,1,1,1,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9
ESP 15-06-29 (2),Na prancha com Obama,ESP,A,4,5070,Relações Brasil - EUA,Visita de Dilma aos EUA,2,2,2,1,9,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,2
ESP 15-07-03 (1),A reaproximação com os EUA,ESP,A,3,4864,Relações Brasil - EUA,Resultados da visita de Dilma aos EUA,2,2,2,1,1,2,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,2
ESP 15-07-14 (1),Resultados da visita de Dilma aos EUA,ESP,A,2,6522,Relações Brasil - EUA,Resultados da visita de Dilma aos EUA,2,2,1,1,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
FSP 15.01.09 (1),"América Latina, negócio da China",Mundo,Primeiro Caderno,12,2932,Relações Brasil - EUA,"Troyjo diz que EUA e Brasil já não são as principais influências na América, mas sim a China. Diz que Argentina fecha acordos com a China sem coordenação com Brasília e em detrimento de seus interesses. Diz que o sonho de liderança brasileiro s",4,2,2,1,9,1,1,2,1,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,2,9,0,9,9,1,9,9,9,9,2,9,9
FSP 15.01.24 (4),O inimigo imaginário,Mundo,Primeiro Caderno,16,3067,Relações Brasil - EUA,"Porto afirma que a aproximação dos EUA e Cuba abrirá maior espaço para que o Brasil estreite suas relações com o primeiro, deixando alguns preconceitos históricos para trás.",4,2,0,1,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1
FSP 15.02.19 (1),Guantánamo e um apelo ao Brasil,Tendências e Debates,Primeiro Caderno,2,3621,Relações Brasil - EUA,Vannuchi afirma que Brasil deve seguir exemplo de Uruguai e acolher prisioneiros de Guantánamo em prol do bom relacionamento com os EUA e da luta pelos direitos humanos.,4,2,1,1,1,9,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9
FSP 15.02.21 (2),Herança de grego,Mundo,Primeiro Caderno,10,3071,Relações Brasil - EUA,"Porto afirma que o Brasil, em prol do bom relacionamento com os EUA e do fim das torturas deve receber antigos presos de Guantánamo. Além disso, o exemplo talvez inspirasse outros países sul-americanos a fazerem o mesmo e todos sairiam ganhando",4,2,0,1,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9
FSP 15.03.21 (1),Conversando a gente se entende,Mundo,Primeiro Caderno,22,3200,Relações Brasil - EUA,"Porto diz que a dicotomia Brasil-Eua deve ser superada. OEA perdeu dinamismo com eleição de governos de esquerda, mas seria bom para o continente que o Brasil voltasse em plena forma à OEA. O espaço oferecido à diplomacia e ao diálogo ali deve",4,2,0,1,1,9,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9
FSP 15.04.01 (1),Nem dirigir a palavra,Mundo,Primeiro Caderno,12,2979,Relações Brasil - EUA,"Spektor afirma que interromper diálogo com EUA por conta de sanções à Venezuela não é uma escolha acertada, afinal o Brasil ficaria isolado. Atualmente o país depende da comunicação com Washington e Wall Street para sair da crise.",4,2,0,1,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,0
FSP 15.04.08 (1),O preço político das anções à Venezuela,Tendências e Debates,Primeiro Caderno,3,3586,Relações Brasil - EUA,Weisbrot critica sanções norte-americanas à Venezuela dizendo que esta é uma estratégia dos EUA para enfraquecer governos de esquerda na América latina. Diz que Brasil manifestou desacordo com as sanções e que espera essa mesma atitude na Cúpul,4,2,1,1,2,1,1,9,2,2,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,0,9,9,9,9,9,9,9,1,9,9
FSP 15.04.09 (2),Nós que amamos tanto os EUA,Mundo,Primeiro Caderno,14,3060,Relações Brasil - EUA,"Rossi afirma que a cúpula da Américas seria uma chance de o Brasil procurar tirar vantagens dos EUA, como por exemplo com o programa CsF ou um acordo com o Mercosul. Diz que Brasil deve evitar itens que machuquem sua possibilidade de desenvolvi",4,2,0,1,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,1,9,9,9,9,0,9,9
FSP 15.04.10 (1),"Brasil-EUA, fim ao desperdício",Mundo,Primeiro Caderno,12,3008,Relações Brasil - EUA,Troyjo afirma que potencial das relações entre Brasil e EUA é imenso mas desperdiçado já que não há assuntos relevantes na pauta bilateral dos dois países. Diz que a conversa na Cúmula das Américas deve servir de ponte para esse maior contato e,4,2,0,1,1,9,1,1,1,1,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,0,9,0
FSP 15.04.13 (1),Plataforma vazia,Opinião,Primeiro Caderno,2,2339,Relações Brasil - EUA,"Editorial critica projeto fracassado de Brasil e Ucrânia para lançar foguete de base no Maranhão, mas afirma que isso não é o fim do programa espacial brasileiro. Ressalta a importância de reabrir negociações de salvaguarda tecnológica com EUA.",4,1,1,1,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,0,9,0
FSP 15.04.19 (2),Visita de Dilma a EUA marca retorno de relação produtiva,Mundo,Primeiro Caderno,14,8523,Relações Brasil - EUA,"Entrevista com Zuñiga mostra os principais interesses dos EUA na visita de Dilma aos EUA. Destacam-se a intensificação de relações bilaterais comerciais, de investimento e climáticas. Além disso há a questão dos presos de Guantánamo e da crise",4,2,1,1,1,9,1,1,9,1,9,9,1,9,0,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,0,9,9,9,9,9,9,9,9,1,9,9,9,9,1,9,1
